,MGI_Symbol,7558_S28,7707_S27,7713_S29,7715_S30,7801_S23,7802_S26,7803_S24,7804_S20,7805_S21,7807_S25
ENSMUSG00000105485,Gm42447,0.029,0.042,0.12,0.095,0.057,0.027,0.03,0.11,0.027,0.055
ENSMUSG00000105504,Gbp5,0.478,0.47,0.504,0.558,0.556,0.834,0.242,0.439,0.416,0.511
ENSMUSG00000105506,Gm43743,0.101,0.049,0.053,0.238,0.347,0.289,0.157,0,0.141,0.193
ENSMUSG00000105509,C130013H08Rik,0.52,0.648,0.577,0.886,0.367,0.733,0.81,0.432,0.747,0.896
ENSMUSG00000105510,Gm43815,0.211,0.287,0.307,0.199,0.29,0.121,0.569,0.092,0.196,0.081
ENSMUSG00000105512,Gm43714,0.208,0.168,0.072,0.196,0.034,0.265,0.108,0.529,0.129,0.099
ENSMUSG00000105514,Gm42913,0.383,0.066,0.211,0.213,0.044,0.15,0.094,0.172,0.084,0.086
ENSMUSG00000105517,Gm42436,0.08,0.044,0.071,0.108,0.056,0.109,0.13,0.137,0.053,0.131
ENSMUSG00000105519,E430021H15Rik,0.048,0.059,0.226,0.217,0.166,0.276,0.276,0.711,0.169,0.161
ENSMUSG00000105522,Gm15235,0.215,0.209,0.224,0.61,1.057,0.205,2.011,0.704,0.801,0.822
ENSMUSG00000105526,Gm43490,0.016,0.031,0.016,0.149,0.031,0.03,0.18,0.017,0.015,0.015
ENSMUSG00000105529,Gm9480,0.61,0.395,0.635,0.96,0.2,0.517,0.563,1.7,0.505,0.518
ENSMUSG00000105535,Gm43077,0.34,0.165,0.266,0.482,0.251,0.324,0,0.371,0.079,0
ENSMUSG00000105536,Gm4959,13.077,12.965,9.744,15.898,15.485,14.646,17.774,20.191,19.655,18.526
ENSMUSG00000105541,Gm43136,0.788,0.51,0.342,0.62,0.839,0.814,0.477,0.931,1.1,0.564
ENSMUSG00000105542,Gm34248,0.352,0.94,0.367,0.749,0.173,0.252,1.006,1.633,0.41,0.757
ENSMUSG00000105547,Iglc3,0.554,0.359,0.192,0.174,0.454,0.881,1.055,0.201,0.602,0.441
ENSMUSG00000105552,Gm19710,1.046,0.65,1.22,1.185,0.658,0.838,0.478,0.228,0.779,0.959
ENSMUSG00000105556,Gm43080,0.885,0.69,0.658,0.701,0.109,0.271,0.115,0.276,0.029,0.166
ENSMUSG00000105558,Gm5855,5.119,5.435,1.432,1.359,2.075,1.556,1.595,1.361,1.013,0.917
ENSMUSG00000105560,Gm42744,0,0,0.04,0,0,0,0,0,0,0
ENSMUSG00000105561,Gm43462,0.114,0.122,0.143,0.054,0,0.033,0.024,0.075,0.011,0.033
ENSMUSG00000105565,Gm43566,0.775,0.652,0.915,0.683,0.914,0.641,3.058,1.578,1.299,0.888
ENSMUSG00000105568,Gm42971,0.382,0.273,0.418,0.19,0.178,0.115,0.334,0.066,0.075,0.077
ENSMUSG00000105572,Gm43300,3.76,2.956,1.873,1.737,0.703,0.682,0.34,0.423,0.304,0.664
ENSMUSG00000105589,Fbxw14,12.501,15.912,11.701,6.21,13.936,13.317,22.682,17.617,21.803,20.259
ENSMUSG00000105592,Gm42527,0,0,0,0.027,0.028,0.027,0.029,0,0,0
ENSMUSG00000105593,Gm42952,0.184,0.157,0.192,0.087,0.226,0.132,0.215,0.251,0.3,0.154
ENSMUSG00000105594,Gm43398,0.015,0.059,0.032,0.058,0,0.073,0.047,0.1,0.043,0.058
ENSMUSG00000105596,Gm42650,0.218,0.282,0.076,0.069,0.214,0.139,0.302,0.554,0.541,0.139
ENSMUSG00000105597,4633401B06Rik,0.661,0.453,0.243,0.588,0.038,0.26,0.04,0,0.036,0.037
ENSMUSG00000105599,Gm9238,2.411,6.775,3.964,4.074,9.478,4.357,8.038,19.65,8.269,6.545
ENSMUSG00000105600,Gm5987,0.871,0.563,0.718,0.788,1.39,1.003,1.431,0.87,0.945,0.797
ENSMUSG00000105601,Gm42725,0.309,0.242,0.207,0.273,0.117,0.237,0.114,0.315,0.167,0.095
ENSMUSG00000105603,Gm32996,0.289,0.224,0.15,0.109,0.255,0.22,0.479,0.378,0.242,0.248
ENSMUSG00000105607,Gm43513,0.854,0.829,0.566,0.623,0.191,0.518,0.363,1.735,0.253,0.259
ENSMUSG00000105613,Gm43684,0.089,0.136,0.099,0.03,0.044,0.036,0.079,0.166,0.095,0.067
ENSMUSG00000105633,Gm32158,0.103,0.1,0.215,0.098,0.203,0,0.322,0.113,0,0
ENSMUSG00000105636,Gm43625,0.298,0.158,0.198,0.435,0.107,0.026,0.169,0.148,0.051,0.104
ENSMUSG00000105637,Gm42480,0.016,0.062,0.101,0.137,0.095,0.061,0.134,0.263,0.105,0.061
ENSMUSG00000105641,Gm5853,33.955,33.986,31.367,35.246,33.629,39.19,27.645,48.554,30.869,36.849
ENSMUSG00000105643,Gm42611,0.306,0.155,0.268,0.174,0.036,0.012,0.064,0.107,0.011,0
ENSMUSG00000105644,Gm19739,9.005,15.098,5.114,9.534,11.8,9.63,15.585,18.152,21.845,18.505
ENSMUSG00000105655,Gm42659,0.976,0.693,1.19,0.607,0.585,0.431,0.84,1.194,0.332,0.455
ENSMUSG00000105666,Gm18711,0.39,0.378,0.348,0.473,0.328,0.212,0.231,0,0.207,0.213
ENSMUSG00000105676,Gm43403,0.047,0.113,0.146,0.044,0.046,0.089,0.024,0.178,0.087,0.089
ENSMUSG00000105677,Gm43328,1.718,1.639,1.395,1.21,1.03,0.833,1.754,0.825,0.515,0.612
ENSMUSG00000105679,Gm43338,0.639,0.547,0.548,0.337,0.628,0.537,0.312,0.614,0.402,0.556
ENSMUSG00000105687,Gm6157,0.154,0,0.092,0.042,0.022,0.063,0.069,0.024,0.082,0.105
ENSMUSG00000105691,Gm42876,0.065,0.088,0.014,0.061,0,0.087,0.108,0.127,0.085,0.087
ENSMUSG00000105692,Gm43737,2.255,1.686,2.761,2.101,2.156,1.962,1.566,2.11,1.631,2.139
ENSMUSG00000105694,Gm43237,0.32,0.116,0.083,0.038,0.118,0,0.042,0.087,0.074,0.038
ENSMUSG00000105695,Gm43327,0.093,0.06,0.043,0.029,0.03,0.01,0.075,0.011,0.01,0.059
ENSMUSG00000105703,Gm43305,10.265,10.659,7.345,12.911,2.964,6.508,9.943,15.95,7.153,6.005
ENSMUSG00000105705,,0.189,0.366,0.432,0.392,0.556,0.468,0.627,0.74,0.316,0.504
ENSMUSG00000105706,Gm42855,1.815,1.922,1.375,1.247,1.135,0.787,1.2,0.54,0.768,0.946
ENSMUSG00000105708,Gm36070,0.347,0.249,0.173,0.214,0.133,0.288,0.141,0.181,0.154,0.115
ENSMUSG00000105710,Gm43859,2.099,2.181,2.371,2.457,0.814,1.607,1.167,1.258,0.495,0.904
ENSMUSG00000105717,Gm43465,0.015,0,0.016,0,0.073,0,0.077,0.097,0.055,0.057
ENSMUSG00000105719,Gm42872,0.17,0.144,0.133,0.12,0.104,0.121,0.287,0.255,0.099,0.041
ENSMUSG00000105720,Gm42440,0,0.053,0.019,0.086,0,0.035,0.152,0.279,0.034,0
ENSMUSG00000105726,Gm42443,0,0.035,0.038,0.068,0,0.069,0.113,0.71,0.101,0
ENSMUSG00000105734,4930558C23Rik,0.343,0.166,0.238,0.216,0.505,0.109,0.297,0,0.425,0.109
ENSMUSG00000105741,C79130,0.155,0.217,0.192,0.22,0.134,0.13,0.192,0.053,0.09,0.102
ENSMUSG00000105742,Gm42748,1.748,1.506,1.653,1.347,0.228,0.663,0.185,0.389,0.232,0.409
ENSMUSG00000105746,Gm43595,0.897,1.022,1.299,1.804,0.996,1.822,0.81,0.85,0.907,1.601
ENSMUSG00000105748,Gm43088,1.583,0.812,1.426,0.874,0.839,0.662,0.665,1.397,0.878,0.714
ENSMUSG00000105761,Gm43787,0.322,0.391,0.377,0.19,0.198,0.538,0.084,0.132,0.262,0.269
ENSMUSG00000105774,Gm43006,0.026,0.202,0.244,0.123,0.487,0.174,0.46,0.369,0.34,0.548
ENSMUSG00000105775,Gm10290,0.084,0.081,0.218,0.197,0.123,0.279,0.477,0.41,0.311,0.439
ENSMUSG00000105776,Gm43292,0.085,0.033,0.142,0.113,0.05,0.081,0.053,0.279,0.016,0
ENSMUSG00000105779,Gm6439,4.214,4.654,4.539,4.894,5.093,3.742,5.935,4.384,5.32,4.441
ENSMUSG00000105787,Gm8099,0.225,0.055,0.176,0.425,0.442,0.107,0.467,0.061,0.157,0.43
ENSMUSG00000105789,Gm42997,0.249,0.121,0.097,0.118,0.214,0.297,0.129,0.068,0.029,0.119
ENSMUSG00000105796,Gm42845,5.567,5.79,1.656,7.51,5.861,5.309,14.039,12.574,7.402,5.697
ENSMUSG00000105802,Gm43012,1.47,1.384,1.253,1.01,0.263,1.487,0.833,1.118,1.161,0.894
ENSMUSG00000105804,Gm43654,0.257,0.095,0.204,0.138,0,0.023,0.013,0.04,0.045,0
ENSMUSG00000105808,Gm42627,2.609,0.905,3.493,2.112,4.396,2.489,3.484,4.675,3.296,3.204
ENSMUSG00000105810,Gm43435,0.029,0,0,0.192,0,0,0.09,0.158,0.108,0.028
ENSMUSG00000105813,Gm42928,0.1,0.218,0.182,0.153,0.147,0.155,0.221,0.082,0.081,0.203
ENSMUSG00000105814,Mir703,23.748,51.309,23.133,39.425,38.395,31.052,52.503,67.248,40.646,39.146
ENSMUSG00000105815,Gm43541,0.072,0,0.224,0.136,0.141,0.206,0.224,0.627,0.067,0.206
ENSMUSG00000105818,Gm43256,0.081,0.118,0.127,0.051,0.013,0.026,0.028,0.044,0.013,0
ENSMUSG00000105826,Gm43819,0.173,0.093,0.12,0.054,0.094,0.092,0.2,0.042,0.054,0.018
ENSMUSG00000105833,Gm4751,0.642,0.807,0.905,0.963,1.151,1.045,1.256,1.277,1.09,1.516
ENSMUSG00000105834,Gm43159,0,0.061,0.197,0.239,0.31,0.181,0.131,0.069,0.235,0.121
ENSMUSG00000105836,Gm17954,0.206,0.734,0.286,0.26,0.068,0.262,0.071,0,0.256,0.131
ENSMUSG00000105843,Gm42644,0.918,0.267,0.822,0.434,0.162,0.14,0.229,1.222,0.051,0.14
ENSMUSG00000105846,Gm43258,0.021,0.021,0.111,0.142,0.021,0.061,0.133,0.023,0.04,0.123
ENSMUSG00000105851,9130604C24Rik,0.611,1.229,0.864,1.402,1.33,1.791,0.952,1,1.342,1.335
ENSMUSG00000105852,Gm42890,0.078,0.076,0.136,0.074,0.039,0.037,0.041,0.043,0.024,0.062
ENSMUSG00000105854,Gm8925,27.031,23.53,27.976,24.079,42.106,33.401,45.4,57.104,40.391,34.076
ENSMUSG00000105857,Gm42817,1.857,1.936,1.719,0.844,1.96,2.165,3.857,5.925,4.674,4.467
ENSMUSG00000105858,2310074N15Rik,0.143,0.07,0.224,0.813,0.564,0.411,0.149,0.939,0.134,0.343
ENSMUSG00000105861,Gm43508,0.011,0.064,0.069,0.146,0.087,0.074,0.103,0.024,0.103,0.105
ENSMUSG00000105865,Gm34144,3.708,2.034,2.014,0.913,2.218,1.691,2.009,1.934,2.851,2.002
ENSMUSG00000105866,Gm6745,118.663,129.747,114.303,143.46,145.79,150.952,170.78,212.407,179.76,180.056
ENSMUSG00000105867,Gm42517,0.615,0.683,0.183,0.664,0.518,0.419,0.913,0.767,0.491,0.923
ENSMUSG00000105868,Gm43766,0.092,0.06,0.152,0.058,0.212,0.147,0.032,0.193,0.108,0.125
ENSMUSG00000105870,7330423F06Rik,0,1.212,0.722,3.667,4.226,2.117,1.008,0,0.258,2.517
ENSMUSG00000105872,Gm9515,1.291,1.065,0.873,0.548,0.19,0.308,0.134,0.493,0.36,0.493
ENSMUSG00000105879,Gm6204,118.947,127.433,101.406,136.996,176.242,151.873,210.321,285.024,209.282,177.66
ENSMUSG00000105881,4932422M17Rik,1.471,1.397,1.236,1.374,0.498,0.89,0.378,0.414,0.398,0.861
ENSMUSG00000105890,Gm42780,0,0,0.178,0.376,0.168,0.163,0.177,0.62,0.159,0.272
ENSMUSG00000105891,A230001M10Rik,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105892,Gm35013,2.509,2.143,2.56,2.511,1.332,1.292,1.094,0.821,0.841,1.534
ENSMUSG00000105895,Gm42829,0.145,0.172,0.135,0.244,0.238,0.185,0.252,0.335,0.165,0.139
ENSMUSG00000105896,Gm43311,0.088,0.136,0.055,0.066,0.052,0.117,0.219,0.134,0.098,0.151
ENSMUSG00000105906,Iglc1,0.736,0.089,0.479,0.087,0.271,0.263,0.286,0.1,0.086,0.527
ENSMUSG00000105909,Gm43189,0.272,0.251,0.283,0.141,0,0.039,0.028,0.237,0.051,0.052
ENSMUSG00000105925,Gm43846,0.09,0.304,0.187,0.169,0.132,0.598,0.186,0.537,0.292,0.428
ENSMUSG00000105928,Gm9256,4.204,3.539,3.398,3.637,1.56,2.384,1.13,1.603,1.177,1.46
ENSMUSG00000105929,Gm43693,0.635,0.389,0.696,0.631,0.263,0.255,0.208,0.073,0.28,0.223
ENSMUSG00000105935,Gm43628,0.07,0.171,0.073,0.066,0.104,0,0.073,0.23,0.033,0.034
ENSMUSG00000105936,Gm43544,0.084,0.18,0.176,0.303,0.448,0.306,0.438,0.645,0.314,0.242
ENSMUSG00000105939,Gm43322,0,0.05,0,0,0.153,0.074,0.215,0.056,0.096,0.198
ENSMUSG00000105940,Gm42635,0.162,0.063,0.135,0.123,0.08,0.062,0.337,0.071,0.091,0.14
ENSMUSG00000105944,Gm5075,56.853,57.597,51.651,58.314,82.654,60.498,96.607,146.1,92.284,81.037
ENSMUSG00000105945,Gm43570,0,0,0,0.021,0.022,0.032,0.059,0.037,0.042,0.022
ENSMUSG00000105947,Gm43789,0.186,0.164,0.141,0.048,0.033,0.032,0.035,0,0.016,0.032
ENSMUSG00000105950,Gm43679,0.238,0.154,0.248,0.214,0.033,0.054,0.094,0.05,0.032,0.011
ENSMUSG00000105957,Gm43254,0.805,0.976,0.768,1.155,0.758,1.455,0.661,0.53,0.733,1.233
ENSMUSG00000105960,6330410L21Rik,0.011,0.031,0.034,0,0.074,0.031,0.034,0.035,0.04,0.062
ENSMUSG00000105962,Gm42432,0.155,0.276,0.43,0.244,0.457,0.591,0.643,0.985,0.577,0.592
ENSMUSG00000105965,Cycs-ps2,1.144,1.388,1.935,1.215,2.67,1.227,4.9,2.339,1.597,1.502
ENSMUSG00000105970,Gm43360,0.116,0.084,0.181,0.082,0.014,0.041,0.105,0.063,0.027,0.014
ENSMUSG00000105976,Gm42782,0.64,0.233,0.916,0.453,0.314,0.229,0.083,0.087,0.223,0.306
ENSMUSG00000105977,Gm43555,13.064,8.89,9.817,10.301,11.912,9.762,11.188,9.546,10.405,9.648
ENSMUSG00000105981,2810428J06Rik,0.588,0.361,0.484,0.38,0.183,0.162,0.161,0.118,0.072,0.118
ENSMUSG00000105985,Gm42993,0.051,0.111,0.202,0.135,0.067,0.12,0.077,0.044,0.069,0.087
ENSMUSG00000105987,AI506816,23.769,14.151,22.722,22.719,37.32,25.284,31.226,21.905,23.392,21.154
ENSMUSG00000105990,Gm43307,0.088,0.137,0.092,0.15,0.311,0.252,0.256,0.192,0.311,0.286
ENSMUSG00000105995,Gm43554,2.918,4.14,3.973,5.299,5.074,3.854,6.993,7.098,5.015,3.002
ENSMUSG00000106004,Gm43391,0.044,0.086,0.069,0.042,0.022,0.063,0.046,0.024,0,0
ENSMUSG00000106009,Gm9379,1.81,1.443,1.279,1.709,1.715,1.171,1.611,2.96,1.564,1.79
ENSMUSG00000106015,Gm42980,0.934,1.38,1.353,0.614,1.916,1.433,2.32,1.772,2.457,1.94
ENSMUSG00000106019,Gm43672,1.93,4.425,1.783,2.779,4.314,2.553,3.006,1.92,2.761,2.327
ENSMUSG00000106022,Gm42929,1.786,0.945,1.014,0.95,1.212,0.557,1.719,0.85,0.816,0.806
ENSMUSG00000106025,Gm42940,0.23,0.257,0.202,0.334,0.174,0.118,0.202,0.077,0.132,0.118
ENSMUSG00000106028,Gm8493,1.195,0.912,1.334,1.371,1.259,1.303,0.709,0.466,1.033,1.386
ENSMUSG00000106032,Gm42463,0.017,0.033,0.036,0.081,0.059,0.016,0.062,0.056,0.016,0.024
ENSMUSG00000106035,Gm43545,0.12,0.117,0.172,0.128,0.118,0.057,0.047,0.18,0.126,0.072
ENSMUSG00000106037,Gm4332,290.322,316.365,241.993,298.31,405.205,377.714,501.584,949.774,499.603,444.416
ENSMUSG00000106057,Gm43560,0.27,0.157,0.337,0.357,0.212,0.155,0.561,1.472,0.855,0.155
ENSMUSG00000106059,Gm9364,0.635,0.088,0.284,0.171,0.714,0.606,0.66,0.099,0.422,0.347
ENSMUSG00000106061,Gm43773,0.019,0.037,0.04,0.055,0.038,0,0.1,0.084,0.036,0.037
ENSMUSG00000106062,Gm43820,0.012,0.097,0.052,0,0.037,0.095,0.078,0.082,0.081,0.083
ENSMUSG00000106063,C030032O16Rik,0.058,0.226,0.121,0.22,0.287,0.167,0.121,0.254,0.109,0.223
ENSMUSG00000106067,Gm7902,3.659,3.937,4.315,5.287,2.166,3.027,1.419,1.154,1.6,3.916
ENSMUSG00000106068,Gm9497,0.543,0.753,0.485,0.586,0.534,0.222,0.725,0.254,0.867,0.667
ENSMUSG00000106073,Gm42892,0.011,0.082,0.077,0.05,0.021,0.06,0.12,0.034,0.029,0.07
ENSMUSG00000106087,Gm43609,0.847,0.837,0.737,0.698,0.424,0.764,0.607,0.571,0.487,0.559
ENSMUSG00000106089,Gm9419,0.442,0.429,0.307,0.556,0.145,0.492,0.459,0.08,0.274,0.07
ENSMUSG00000106092,Gm43072,0.375,0.388,0.65,0.378,0.049,0.095,0.078,0.054,0.023,0.048
ENSMUSG00000106099,Gm42664,3.403,2.402,1.96,1.558,0.127,0.27,0.174,0.211,0.144,0.062
ENSMUSG00000106103,Gm43081,0.061,0.264,0.284,0.314,0.268,0.029,0.157,0.264,0.253,0.26
ENSMUSG00000106105,Gm4525,2.301,2.074,2.567,2.328,2.746,4.233,4.609,3.764,3.06,3.925
ENSMUSG00000106106,Rn18s-rs5,328.128,223.028,743.981,721.037,223.521,613.866,516.175,558.042,492.202,499.117
ENSMUSG00000106107,Gm43190,0,0.114,0.098,0.133,0.046,0.067,0.049,0.102,0.044,0.067
ENSMUSG00000106110,Gm43571,0.027,0.052,0.112,0.14,0.013,0.026,0.014,0,0,0.013
ENSMUSG00000106115,Gm43420,0.18,0.044,0.094,0.149,0.11,0.214,0.257,0.588,0.063,0.129
ENSMUSG00000106123,Gm42638,0.533,0.392,0.907,0.884,0.301,0.354,0.067,0.088,0.255,0.262
ENSMUSG00000106133,Gm3724,54.072,59.455,51.321,67.554,61.604,57.733,71.305,51.398,68.929,63.187
ENSMUSG00000106135,Gm6543,23.769,21.216,18.885,20.591,26.152,26.711,29.994,27.272,29.869,29.513
ENSMUSG00000106139,Gm43194,0.199,0.29,0.208,0.188,0.196,0.209,0.103,0.152,0.148,0.133
ENSMUSG00000106149,Gm43430,0.054,0.052,0.089,0.091,0,0.061,0.178,0.117,0.06,0.02
ENSMUSG00000106157,4930555A03Rik,0.022,0.252,0.067,0.184,0.085,0.062,0.135,0.071,0.121,0.144
ENSMUSG00000106164,Gm43270,1.063,1.204,1.144,0.904,1.533,1.251,0.883,1.623,0.726,1.049
ENSMUSG00000106166,Gm43484,0.007,0.068,0.131,0.033,0.144,0.2,0.327,0.206,0.202,0.154
ENSMUSG00000106173,Gm42764,0.732,0.492,0.411,0.426,0.388,0.967,0.527,0.553,0.682,0.753
ENSMUSG00000106181,Gm9523,4.791,4.581,5.326,5.409,3.186,4.535,6.21,3.221,3.957,3.475
ENSMUSG00000106182,Gm7442,0.327,0.529,0.681,0.515,0.214,0.416,0.679,0.832,0.609,0.208
ENSMUSG00000106186,Gm43627,0.145,0.159,0.151,0.12,0.393,0.225,0.207,0.337,0.254,0.139
ENSMUSG00000106189,Gm42933,2.078,3.154,3.047,2.725,3.827,2.983,3.688,2.156,3.588,2.814
ENSMUSG00000106190,Gm20768,1.018,0.953,1.153,1.332,1.65,1.788,2.132,2.181,1.961,1.791
ENSMUSG00000106192,Gm42818,0.508,0.493,0.705,0.679,0.54,0.403,0.571,0.185,0.118,0.283
ENSMUSG00000106197,Gm42717,0.229,0.234,0.226,0.262,0.118,0.08,0.113,0.131,0.123,0.104
ENSMUSG00000106205,C230096K16Rik,0.291,0.4,0.404,0.321,0.477,0.347,0.982,0.555,0.406,0.301
ENSMUSG00000106208,Gm4734,2.364,3.234,2.462,2.588,3.96,3.075,3.18,3.106,2.851,3.387
ENSMUSG00000106209,Gm42918,0.026,0.103,0.11,0.075,0.078,0.076,0.11,0.029,0.098,0.101
ENSMUSG00000106218,Gm43713,0.242,0.128,0.344,0.208,0.151,0.063,0.229,0.192,0.082,0.126
ENSMUSG00000106223,Gm43733,0.048,0.046,0.05,0,0,0,0.099,0.052,0,0
ENSMUSG00000106224,Gm43823,0.023,0.134,0.096,0.109,0.272,0.044,0.072,0.126,0.236,0.088
ENSMUSG00000106229,Gm19409,0.073,0.128,0.137,0.055,0.187,0.125,0.167,0.271,0.095,0.153
ENSMUSG00000106230,Gm29811,0.325,0.534,0.338,0.26,0.196,0.405,0.519,0.163,0.395,0.286
ENSMUSG00000106237,Gm8066,6.284,3.844,5.468,2.357,1.861,3.284,1.341,1.877,1.603,3.453
ENSMUSG00000106239,Gm9260,4.357,3.906,5.072,6.199,11.209,5.511,22.148,3.695,5.689,5.779
ENSMUSG00000106241,Gm43143,1.259,0.661,1.074,0.682,0.284,0.413,0.514,0.833,0.307,0.355
ENSMUSG00000106243,Gm5050,0.162,0.157,0.337,0.051,0.476,0.719,0.448,0.352,0.602,0.926
ENSMUSG00000106251,Gm42658,0.954,0.592,1.049,0.826,0.417,0.632,0.358,1.098,0.222,0.228
ENSMUSG00000106252,Mir684-1,140.301,229.965,128.903,228.299,171.278,210.212,216.268,185.289,223.236,207.735
ENSMUSG00000106258,Rpl7a-ps7,15.925,14.675,15.462,18.29,21.308,20.885,24.303,21.473,24.239,24.872
ENSMUSG00000106262,Gm43375,0.808,0.523,0.859,0.541,0.149,0.225,0.14,0.147,0.078,0.273
ENSMUSG00000106268,Gm18492,0.246,0.239,0.683,0.581,0.605,0.391,1.278,0.537,0.229,0.235
ENSMUSG00000106273,Gm43767,0.329,0.425,0.456,0.31,0.431,1.045,0.569,0.478,0.306,0.942
ENSMUSG00000106285,Gm43574,0.155,0,0.269,0,0.507,0.295,0.429,1.294,0.528,0.345
ENSMUSG00000106288,Gm43593,0.869,0.783,0.484,0.586,0.183,0.237,0.29,0.237,0.087,0.237
ENSMUSG00000106291,1110003F10Rik,0.762,0.634,0.68,0.771,0.267,0.727,0.396,0.712,0.355,0.468
ENSMUSG00000106294,Gm8539,11.167,15.369,7.549,14.637,19.655,19.473,16.269,25.808,19.781,13.77
ENSMUSG00000106309,Gm40414,4.6,4.044,3.706,4.426,6.312,3.063,5.859,4.165,5.09,5.306
ENSMUSG00000106317,Gm43848,0.904,1.202,0.523,1.043,1.152,0.83,1.669,1.205,0.873,0.736
ENSMUSG00000106320,Gm42992,0.153,0.124,0.229,0.202,0.042,0.128,0.146,0.133,0.04,0.053
ENSMUSG00000106326,Gm42977,27.254,18.575,27.171,19.439,49.009,36.778,43.656,40.786,39.133,37.939
ENSMUSG00000106329,Gm10652,0.096,0.077,0.066,0.12,0.016,0,0.017,0.035,0,0
ENSMUSG00000106332,Gm43506,0.111,0.054,0.058,0.314,0.327,0.106,0.115,0.605,0.103,0
ENSMUSG00000106334,Gm43549,0.314,0.228,0.67,0.711,0.062,0.209,0.228,0.051,0.19,0.315
ENSMUSG00000106351,Gm8896,0.113,0.256,0.314,0.356,0.408,0.36,0.431,0.494,0.141,0.252
ENSMUSG00000106352,5033403H07Rik,0,0,0,0,0,0,0,0.043,0.074,0
ENSMUSG00000106357,Gm8013,0.09,0.439,0.47,0.939,0.622,0.517,0.188,0.099,0.673,0.691
ENSMUSG00000106375,Gm43361,0.196,0.147,0.287,0.219,0.105,0.161,0.24,0.495,0.149,0.085
ENSMUSG00000106378,Gm42945,0.068,0.066,0.142,0.129,0.134,0.065,0.071,0.297,0.38,0.195
ENSMUSG00000106379,Lhfpl3,0.312,0.114,0.338,0.638,0.243,0.112,0.31,0.099,0.024,0.062
ENSMUSG00000106380,Gm43683,0.149,0.097,0.259,0.212,0.049,0.071,0.026,0.027,0,0.024
ENSMUSG00000106383,E330034L11Rik,1.27,1.28,1.398,1.086,1.625,1.486,1.593,2.3,1.272,1.145
ENSMUSG00000106386,Gm42991,0.403,0.623,0.748,0.884,0.385,0.882,0.689,0.475,0.506,0.811
ENSMUSG00000106390,Gm5551,0.121,0.294,0.252,0.286,0.119,0.115,0.188,0.066,0.225,0.289
ENSMUSG00000106391,Gm42690,0.273,0.419,0.45,0.408,0.536,0.586,0.236,0.942,0.318,0.478
ENSMUSG00000106392,Gm5870,2.221,2.443,2.312,3.216,3.055,2.965,5.535,2.906,2.067,2.97
ENSMUSG00000106396,Gm42902,0.126,0.061,0.131,0.06,0.062,0.06,0,0.206,0,0
ENSMUSG00000106410,Gm29755,0.22,0.427,0.504,0.457,0.866,0.588,0.64,0.864,0.328,0.505
ENSMUSG00000106416,Gm5857,1.44,2.548,2.293,2.399,1.831,1.535,2.023,5.356,2.838,2.103
ENSMUSG00000106419,Gm5550,0.116,0.113,0.121,0.037,0.153,0.074,0.242,0.169,0.144,0.148
ENSMUSG00000106421,Gm9645,4.639,3.889,5.105,4.48,7.149,7.793,6.678,5.346,5.398,6.294
ENSMUSG00000106427,Gm42820,0.068,0.159,0.213,0.18,0.121,0.091,0.241,0.312,0.051,0.117
ENSMUSG00000106430,Gm42460,0.211,0.174,0.085,0.184,0.144,0.109,0.152,0.177,0.121,0.264
ENSMUSG00000106443,Gm42702,0.03,0.077,0.031,0.009,0.058,0.057,0.093,0.065,0.009,0
ENSMUSG00000106445,Gm21190,0.143,0.035,0,0.034,0,0.136,0.111,0.156,0,0
ENSMUSG00000106446,Gm42970,0.371,0.15,0.257,0.146,0.182,0.265,0.449,0.101,0,0
ENSMUSG00000106457,Gm42585,0.042,0.071,0.065,0.069,0.031,0.03,0.054,0.023,0,0.02
ENSMUSG00000106458,Gm42633,0.106,0.073,0.204,0.342,0.045,0.072,0.267,0.132,0.07,0.014
ENSMUSG00000106459,Gm43245,0.178,0.173,0.186,0.253,0.438,0.34,0.371,0.292,0.166,0.256
ENSMUSG00000106463,Mir1291,2.855,2.425,4.83,1.685,1.403,2.723,1.112,0.389,1.993,2.386
ENSMUSG00000106464,C130083M11Rik,0.746,0.704,0.902,0.799,0.238,0.384,0.335,0.198,0.281,0.327
ENSMUSG00000106475,Gm43011,0.047,0.046,0.118,0.027,0.046,0.027,0.088,0,0.009,0.018
ENSMUSG00000106476,Rpl36-ps9,0.301,0.439,0.785,0.427,0.592,1.15,0.939,2.465,0.561,0.576
ENSMUSG00000106484,Gm17833,0.274,0.114,0.204,0.222,0,0.15,0.041,0.085,0.109,0.112
ENSMUSG00000106490,Gm43283,0.016,0.064,0,0.015,0,0,0,0,0.015,0.016
ENSMUSG00000106492,Gm29707,0.328,0.12,0.043,0.078,0.242,0.117,0.256,0.224,0.115,0.235
ENSMUSG00000106495,Gm42755,0.084,0,0.058,0.053,0.027,0.027,0.581,0,0.026,0.053
ENSMUSG00000106496,Gm7733,0.363,0.75,0.52,0.858,0.938,1.04,0.802,1.04,0.465,0.477
ENSMUSG00000106498,Gm43032,0.281,0.337,0.334,0.265,0.131,0.14,0.111,0.16,0.075,0.192
ENSMUSG00000106499,Gm9403,0.134,0.149,0.08,0.127,0.132,0.073,0.04,0.25,0.143,0.091
ENSMUSG00000106515,Gm30382,0.06,0.046,0.062,0.079,0,0.034,0.012,0.13,0.044,0.034
